Date,Open,High,Low,Close,Volume
3/1/2018 16:00:00,179.01,180.12,174.41,175.94,23201626
3/2/2018 16:00:00,173.29,177.11,172.99,176.62,20025905
3/5/2018 16:00:00,176.2,181.15,175.89,180.4,16189280
3/6/2018 16:00:00,181.78,182.38,179.11,179.78,15086784
3/7/2018 16:00:00,178.74,183.82,178.07,183.71,19097293
3/8/2018 16:00:00,183.56,184.4,181.45,182.34,17225946
3/9/2018 16:00:00,183.91,185.51,183.21,185.23,18526292
3/12/2018 16:00:00,185.23,186.1,184.22,184.76,15301229
3/13/2018 16:00:00,185.61,185.99,181.11,181.88,18067477
3/14/2018 16:00:00,182.6,184.25,181.85,184.19,16821728
3/15/2018 16:00:00,183.24,184,182.19,183.86,15645035
3/16/2018 16:00:00,184.49,185.33,183.41,185.09,24403438
3/19/2018 16:00:00,177.01,177.17,170.06,172.56,88140060
3/20/2018 16:00:00,167.47,170.2,161.95,168.15,129851768
3/21/2018 16:00:00,164.8,173.4,163.3,169.39,106598834
3/22/2018 16:00:00,166.13,170.27,163.72,164.89,73742979
3/23/2018 16:00:00,165.44,167.1,159.02,159.39,53609706
3/26/2018 16:00:00,160.82,161.1,149.02,160.06,126116634
3/27/2018 16:00:00,156.31,162.85,150.75,152.22,79116995
3/28/2018 16:00:00,151.65,155.88,150.8,153.03,60029170
3/29/2018 16:00:00,155.15,161.42,154.14,159.79,59434293
4/2/2018 16:00:00,157.81,159.2,154.11,155.39,36795991
4/3/2018 16:00:00,156.55,157.39,150.81,156.11,42543865
4/4/2018 16:00:00,152.03,155.56,150.51,155.1,49885584
4/5/2018 16:00:00,161.56,161.57,156.65,159.34,41449609
4/6/2018 16:00:00,157.73,161.42,156.81,157.2,41644812
4/9/2018 16:00:00,157.82,160.53,156.04,157.93,34915227
4/10/2018 16:00:00,157.93,165.98,157.01,165.04,58947041
4/11/2018 16:00:00,165.36,168.65,163.25,166.32,56144633
4/12/2018 16:00:00,166.98,167.45,163.1,163.87,38262956
4/13/2018 16:00:00,164.58,165.7,163.77,164.52,19990561
4/16/2018 16:00:00,165.72,165.78,163.39,164.83,18119435
4/17/2018 16:00:00,165.83,169,165.66,168.66,22743029
4/18/2018 16:00:00,166.88,168.12,165.77,166.36,20969568
4/19/2018 16:00:00,166.2,168.33,165.2,168.1,22234961
4/20/2018 16:00:00,167.79,168.43,165.81,166.28,19119438
4/23/2018 16:00:00,167.27,168.45,165.09,165.84,23088102
4/24/2018 16:00:00,165.43,166.1,158.19,159.69,35079926
4/25/2018 16:00:00,160.14,161.06,156.19,159.69,41083581
4/26/2018 16:00:00,173.22,176.27,170.8,174.16,77556934
4/27/2018 16:00:00,176.81,177.1,172.6,173.59,29804657
4/30/2018 16:00:00,173.79,175.72,171.71,172,20750478
5/1/2018 16:00:00,172,174.02,170.23,173.86,26025932
5/2/2018 16:00:00,174.25,178.08,174.2,176.07,30424450
5/3/2018 16:00:00,175.13,176.12,172.12,174.02,24026071
5/4/2018 16:00:00,173.08,176.98,173.06,176.61,17677844
5/7/2018 16:00:00,177.35,179.5,177.17,177.97,18697195
5/8/2018 16:00:00,178.25,179.04,177.11,178.92,15577211
5/9/2018 16:00:00,179.67,183.01,178.78,182.66,23282811
5/10/2018 16:00:00,183.15,186.13,182.5,185.53,21071403
5/11/2018 16:00:00,184.85,188.32,184.18,186.99,21207848
5/14/2018 16:00:00,187.71,187.86,186.2,186.64,15646744
5/15/2018 16:00:00,184.88,185.29,183.2,184.32,15429433
5/16/2018 16:00:00,183.7,184.32,182.66,183.2,16975495
5/17/2018 16:00:00,182.68,184.06,182.22,183.76,14840675
5/18/2018 16:00:00,183.49,184.19,182.61,182.68,13130451
5/21/2018 16:00:00,183.77,185.3,183.13,184.49,13532864
5/22/2018 16:00:00,184.93,185.42,183.43,183.8,12731419
5/23/2018 16:00:00,182.5,186.91,182.18,186.9,16628100
5/24/2018 16:00:00,185.88,186.8,185.03,185.93,12354742
5/25/2018 16:00:00,186.02,186.33,184.45,184.92,10965061
5/29/2018 16:00:00,184.34,186.81,183.71,185.74,16398937
5/30/2018 16:00:00,186.54,188,185.25,187.67,13736866
5/31/2018 16:00:00,187.87,192.72,187.48,191.78,30782631
6/1/2018 16:00:00,193.07,194.55,192.07,193.99,17307245
6/4/2018 16:00:00,191.84,193.98,191.47,193.28,18939795
6/5/2018 16:00:00,194.3,195,192.62,192.94,15544294
6/6/2018 16:00:00,191.03,192.53,189.11,191.34,22558920
6/7/2018 16:00:00,190.75,190.97,186.77,188.18,21503171
6/8/2018 16:00:00,187.53,189.48,186.43,189.1,12677092
6/11/2018 16:00:00,188.81,192.6,188.8,191.54,12928907
6/12/2018 16:00:00,192.17,193.28,191.56,192.4,11562704
6/13/2018 16:00:00,192.74,194.5,191.91,192.41,15853821
6/14/2018 16:00:00,193.1,197.28,192.91,196.81,19120866
6/15/2018 16:00:00,195.79,197.07,194.64,195.85,21860931
6/18/2018 16:00:00,194.8,199.58,194.13,198.31,16826023
6/19/2018 16:00:00,196.24,197.96,193.79,197.49,19993996
6/20/2018 16:00:00,199.1,203.55,198.81,202,28230933
6/21/2018 16:00:00,202.76,203.39,200.09,201.5,19045717
6/22/2018 16:00:00,201.16,202.24,199.31,201.74,17420188
6/25/2018 16:00:00,200,200,193.11,196.35,25275137
6/26/2018 16:00:00,197.6,199.1,196.23,199,17897576
6/27/2018 16:00:00,199.18,200.75,195.8,195.84,18734408
6/28/2018 16:00:00,195.18,197.34,193.26,196.23,18172439
6/29/2018 16:00:00,197.32,197.6,193.96,194.32,15811602
7/2/2018 16:00:00,193.37,197.45,192.22,197.36,13961578
7/3/2018 13:00:00,194.55,195.4,192.52,192.73,13489514
7/5/2018 16:00:00,194.74,198.65,194.03,198.45,19684193
7/6/2018 16:00:00,198.45,203.64,197.7,203.23,19740131
7/9/2018 16:00:00,204.93,205.8,202.12,204.74,18149437
7/10/2018 16:00:00,204.5,204.91,202.26,203.54,13190067
7/11/2018 16:00:00,202.22,204.5,201.75,202.54,12927377
7/12/2018 16:00:00,203.43,207.08,203.19,206.92,15454706
7/13/2018 16:00:00,207.81,208.43,206.45,207.32,11503401
7/16/2018 16:00:00,207.5,208.72,206.84,207.23,11078209
7/17/2018 16:00:00,204.9,210.46,204.84,209.99,15349892
7/18/2018 16:00:00,209.82,210.99,208.44,209.36,15334907
7/19/2018 16:00:00,208.77,209.99,207.76,208.09,11350429
7/20/2018 16:00:00,208.85,211.5,208.5,209.94,16241508
7/23/2018 16:00:00,210.58,211.62,208.8,210.91,16731969
7/24/2018 16:00:00,215.11,216.2,212.6,214.67,28468681
7/25/2018 16:00:00,215.72,218.62,214.27,217.5,64592585
7/26/2018 16:00:00,174.89,180.13,173.75,176.26,169803668
7/27/2018 16:00:00,179.87,179.93,173,174.89,60073749
7/30/2018 16:00:00,175.3,175.3,166.56,171.06,65280787
7/31/2018 16:00:00,170.67,174.24,170,172.58,40356471
8/1/2018 16:00:00,173.93,175.08,170.9,171.65,34042109
8/2/2018 16:00:00,170.68,176.79,170.27,176.37,32399954
8/3/2018 16:00:00,177.69,178.85,176.15,177.78,24763434
8/6/2018 16:00:00,178.97,185.79,178.38,185.69,49716192
8/7/2018 16:00:00,186.5,188.3,183.72,183.81,33398562
8/8/2018 16:00:00,184.75,186.85,183.76,185.18,22205230
8/9/2018 16:00:00,185.85,186.57,182.48,183.09,19732120
8/10/2018 16:00:00,182.04,182.1,179.42,180.26,21500410
8/13/2018 16:00:00,180.1,182.61,178.9,180.05,17423264
8/14/2018 16:00:00,180.71,181.99,178.62,181.11,19101995
8/15/2018 16:00:00,179.34,180.87,174.78,179.53,33020231
8/16/2018 16:00:00,180.42,180.5,174.01,174.7,31351784
8/17/2018 16:00:00,174.5,176.22,172.04,173.8,24893176
8/20/2018 16:00:00,174.04,174.57,170.91,172.5,21518006
8/21/2018 16:00:00,172.81,174.17,171.39,172.62,19578514
8/22/2018 16:00:00,172.21,174.24,172.13,173.64,16894083
8/23/2018 16:00:00,173.09,175.55,172.83,172.9,18053567
8/24/2018 16:00:00,173.7,174.82,172.92,174.65,14631556
8/27/2018 16:00:00,175.99,178.67,175.79,177.46,17921935
8/28/2018 16:00:00,178.1,178.24,175.83,176.26,15910675
8/29/2018 16:00:00,176.3,176.79,174.75,175.9,18678301
8/30/2018 16:00:00,175.9,179.79,175.7,177.64,24216532
8/31/2018 16:00:00,177.15,177.62,174.98,175.73,18065159
9/4/2018 16:00:00,173.5,173.89,168.8,171.16,29808971
9/5/2018 16:00:00,169.49,171.13,166.67,167.18,31226744
9/6/2018 16:00:00,166.98,166.98,160,162.53,41514834
9/7/2018 16:00:00,160.31,164.63,160.16,163.04,24300600
9/10/2018 16:00:00,163.51,165.01,162.16,164.18,20197680
9/11/2018 16:00:00,163.94,167.19,163.72,165.94,20457088
9/12/2018 16:00:00,163.25,164.49,161.8,162,24078118
9/13/2018 16:00:00,162,163.32,160.86,161.36,25453775
9/14/2018 16:00:00,161.72,162.84,160.34,162.32,21770405
9/17/2018 16:00:00,161.92,162.06,159.77,160.58,21005321
9/18/2018 16:00:00,159.39,161.76,158.87,160.3,22465236
9/19/2018 16:00:00,160.08,163.44,159.48,163.06,19628996
9/20/2018 16:00:00,164.5,166.45,164.47,166.02,18936038
9/21/2018 16:00:00,166.64,167.25,162.81,162.93,45994800
9/24/2018 16:00:00,161.03,165.7,160.88,165.41,19222775
9/25/2018 16:00:00,161.99,165.59,161.15,164.91,27622806
9/26/2018 16:00:00,164.3,169.3,164.21,166.95,25252231
9/27/2018 16:00:00,167.55,171.77,167.21,168.84,27266856
9/28/2018 16:00:00,168.33,168.79,162.56,164.46,34265638
10/1/2018 16:00:00,163.03,165.88,161.26,162.44,26407677
10/2/2018 16:00:00,161.58,162.28,158.67,159.33,36030977
10/3/2018 16:00:00,160,163.66,159.53,162.43,23109456
10/4/2018 16:00:00,161.46,161.46,157.35,158.85,25739635
10/5/2018 16:00:00,159.21,160.9,156.2,157.33,25744047
10/8/2018 16:00:00,155.54,158.34,154.39,157.25,24045968
10/9/2018 16:00:00,157.69,160.59,157.42,157.9,18844425
10/10/2018 16:00:00,156.82,157.69,151.31,151.38,30609970
10/11/2018 16:00:00,150.13,154.81,149.16,153.35,35338901
10/12/2018 16:00:00,156.73,156.89,151.3,153.74,25293492
